rank,scholar_result_id,title,result_url,pdf_url,authors_source,year,snippet,cited_by_count,cited_by_url,versions_count,versions_url,related_url,source_page_start,source_page_url
224,E9nRhW9BSO0J,TCoT: Trajectory Chain-of-Thoughts for Robotic Manipulation with Failure Recovery in Vision-Language-Action Model,https://ojs.aaai.org/index.php/AAAI/article/view/37577,https://ojs.aaai.org/index.php/AAAI/article/download/37577/41539,"X Li, YL Li, Y Wang, H Wang, S Wang - Proceedings of the AAAI …, 2026 - ojs.aaai.org",2026,"Recent advances in vision-language-action (VLA) models have demonstrated impressive generalization for robotic manipulation. However, these models often operate by directly …",,,,,"https://scholar.google.com/scholar?q=related:E9nRhW9BSO0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
225,PQfYnIXXZEoJ,World-Gymnast: Training Robots with Reinforcement Learning in a World Model,https://arxiv.org/abs/2602.02454,https://arxiv.org/pdf/2602.02454,"AK Sharma, Y Sun, N Lu, Y Zhang, J Liu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Robot learning from interacting with the physical world is fundamentally bottlenecked by the cost of physical interaction. The two alternatives, supervised finetuning (SFT) from expert …",6,"https://scholar.google.com/scholar?cites=5360646425339758397&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:PQfYnIXXZEoJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
226,I1V3jbT13NkJ,Beyond Imitation: Reinforcement Learning-Based Sim-Real Co-Training for VLA Models,https://arxiv.org/abs/2602.12628,https://arxiv.org/pdf/2602.12628,"L Shi, S Chen, F Gao, Y Chen, K Chen, T Zhang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Simulation offers a scalable and low-cost way to enrich vision-language-action (VLA) training, reducing reliance on expensive real-robot demonstrations. However, most sim-real …",,,3,"https://scholar.google.com/scholar?cluster=15698692556923032867&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:I1V3jbT13NkJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
227,LGIlyffvaV0J,BFA++: Hierarchical Best-Feature-Aware Token Prune for Multi-View Vision Language Action Model,https://ieeexplore.ieee.org/abstract/document/11433770/,https://ieeexplore.ieee.org/iel8/7083369/7339444/11433770.pdf,"H Li, W Mao, Z Lan, H Xiong, H Wang… - IEEE Robotics and …, 2026 - ieeexplore.ieee.org",2026,Vision-Language-Action (VLA) models have achieved significant breakthroughs by leveraging Large Vision Language Models (VLMs) to jointly interpret instructions and visual …,,,3,"https://scholar.google.com/scholar?cluster=6731174965592547884&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:LGIlyffvaV0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
228,RSuZAqmtubUJ,MM-ACT: Learn from Multimodal Parallel Generation to Act,https://arxiv.org/abs/2512.00975,https://arxiv.org/pdf/2512.00975,"H Liang, X Chen, B Wang, M Chen, Y Liu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"A generalist robotic policy needs both semantic understanding for task planning and the ability to interact with the environment through predictive capabilities. To tackle this, we …",5,"https://scholar.google.com/scholar?cites=13094688332961098565&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=13094688332961098565&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:RSuZAqmtubUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
229,R6RcLlTs5FIJ,Cross-Platform Scaling of Vision-Language-Action Models from Edge to Cloud GPUs,https://arxiv.org/abs/2509.11480,https://arxiv.org/pdf/2509.11480,"A Taherin, J Lin, A Akbari, A Akbari, P Zhao… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models have emerged as powerful generalist policies for robotic control, yet their performance scaling across model architectures and hardware …",2,"https://scholar.google.com/scholar?cites=5973158852099351623&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=5973158852099351623&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:R6RcLlTs5FIJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
230,8Y3X5mM2WsMJ,UniT: Toward a Unified Physical Language for Human-to-Humanoid Policy Learning and World Modeling,https://arxiv.org/abs/2604.19734,https://arxiv.org/pdf/2604.19734,"B Chen, Y Chen, L Qiu, J Bai, Y Ge, Y Ge - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Scaling humanoid foundation models is bottlenecked by the scarcity of robotic data. While massive egocentric human data offers a scalable alternative, bridging the cross-embodiment …",,,2,"https://scholar.google.com/scholar?cluster=14076623388002455025&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:8Y3X5mM2WsMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
231,gUVHexvF0EMJ,TacMamba: A Tactile History Compression Adapter Bridging Fast Reflexes and Slow VLA Reasoning,https://arxiv.org/abs/2603.01700,https://arxiv.org/pdf/2603.01700,"Z Wang, Y Wang, M Ren, P Li, Y Liu, Y Nie… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"In visually ambiguous manipulation such as detecting button click tactile feedback is often the sole source of ground truth. However, fusing tactile data poses a significant challenge …",1,"https://scholar.google.com/scholar?cites=4886622317520045441&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=4886622317520045441&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:gUVHexvF0EMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
232,Ef-mtZ8V1yQJ,TempoFit: Plug-and-Play Layer-Wise Temporal KV Memory for Long-Horizon Vision-Language-Action Manipulation,https://arxiv.org/abs/2603.07647,https://arxiv.org/pdf/2603.07647,"J Sun, B Yang, J Zhang, N Ma, C Wu, S Zhang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Pretrained Vision-Language-Action (VLA) policies have achieved strong single-step manipulation, but their inference remains largely memoryless, which is brittle in non …",1,"https://scholar.google.com/scholar?cites=2654614281049800465&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=2654614281049800465&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Ef-mtZ8V1yQJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
233,eVVXmV0hU-QJ,Breaking Cross-modal Alignment in Embodied Intelligence: A Multimodal Adversarial Attack Framework for Vision-Language-Action Models,https://dl.acm.org/doi/abs/10.1145/3774904.3792315,https://dl.acm.org/doi/pdf/10.1145/3774904.3792315,"Z Zhao, X Dong, Y Zheng, X Chen, Y Ren… - Proceedings of the …, 2026 - dl.acm.org",2026,Vision–Language–Action (VLA) models underpin robotic and other embodied agents by mapping visual observations and language instructions into executable actions. Their wide …,,,,,"https://scholar.google.com/scholar?q=related:eVVXmV0hU-QJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
234,MojbyIi2cCAJ,Reshaping Action Error Distributions for Reliable Vision-Language-Action Models,https://arxiv.org/abs/2602.04228,https://arxiv.org/pdf/2602.04228,"S Bai, D Wang, C Chi, W Zhou, J Lyu, X Zhao… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"In robotic manipulation, vision-language-action (VLA) models have emerged as a promising paradigm for learning generalizable and scalable robot policies. Most existing VLA …",,,,,"https://scholar.google.com/scholar?q=related:MojbyIi2cCAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
235,G6PcuDEK5uEJ,Tactile Modality Fusion for Vision-Language-Action Models,https://arxiv.org/abs/2603.14604,https://arxiv.org/pdf/2603.14604,"C Morissette, A Abyaneh, WD Chang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"We propose TacFiLM, a lightweight modality-fusion approach that integrates visual-tactile signals into vision-language-action (VLA) models. While recent advances in VLA models …",,,2,"https://scholar.google.com/scholar?cluster=16277709111848379163&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:G6PcuDEK5uEJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
236,_hnrlkSMcEgJ,FASTer: Toward Efficient Autoregressive Vision Language Action Modeling via Neural Action Tokenization,https://arxiv.org/abs/2512.04952,https://arxiv.org/pdf/2512.04952,"Y Liu, S Zhang, Z Dong, B Ye, T Yuan, X Yu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Autoregressive vision-language-action (VLA) models have recently demonstrated strong capabilities in robotic manipulation. However, their core process of action tokenization often …",7,"https://scholar.google.com/scholar?cites=5219826194340059646&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=5219826194340059646&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:_hnrlkSMcEgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
237,GdP34RowIrUJ,"[HTML] A systematic review of vision language models: Comprehensive analysis of architectures, applications, datasets and challenges towards robust multimodal …",https://www.sciencedirect.com/science/article/pii/S2590005626000627,https://www.sciencedirect.com/science/article/pii/S2590005626000627,"A Rahman - Array, 2026 - Elsevier",2026,"Abstract Vision-Language Models have transformed multimodal artificial intelligence, yet a comprehensive synthesis of their architectural evolution, training paradigms, and domain …",,,,,"https://scholar.google.com/scholar?q=related:GdP34RowIrUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
238,1QosoSSr-bsJ,LaMP: Learning Vision-Language-Action Policies with 3D Scene Flow as Latent Motion Prior,https://arxiv.org/abs/2603.25399,https://arxiv.org/pdf/2603.25399,"X Wang, C Wang, Y Xu, M Ye, FC Zhang, J Tian… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"We introduce\textbf {LaMP}, a dual-expert Vision-Language-Action framework that embeds dense 3D scene flow as a latent motion prior for robotic manipulation. Existing VLA models …",,,2,"https://scholar.google.com/scholar?cluster=13545045528104667861&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:1QosoSSr-bsJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
239,T8OmOwZlDJUJ,SilentDrift: Exploiting Action Chunking for Stealthy Backdoor Attacks on Vision-Language-Action Models,https://arxiv.org/abs/2601.14323,https://arxiv.org/pdf/2601.14323,"B Xu, Y Shang, B Wang, E Ferrara - arXiv preprint arXiv:2601.14323, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models are increasingly deployed in safety-critical robotic applications, yet their security vulnerabilities remain underexplored. We identify a …",1,"https://scholar.google.com/scholar?cites=10740070288816784207&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=10740070288816784207&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:T8OmOwZlDJUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
240,oyXtPPdaE-8J,PRM-as-a-Judge: A Dense Evaluation Paradigm for Fine-Grained Robotic Auditing,https://arxiv.org/abs/2603.21669,https://arxiv.org/pdf/2603.21669,"Y Ji, Y Liu, H Tan, X Huang, F Huang, Y Xu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Current robotic evaluation is still largely dominated by binary success rates, which collapse rich execution processes into a single outcome and obscure critical qualities such as …",,,2,"https://scholar.google.com/scholar?cluster=17227213017547875747&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:oyXtPPdaE-8J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",230,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=230
241,SWIA0X7-SXkJ,Reinforcing VLAs in Task-Agnostic World Models,https://arxiv.org/abs/2605.12334,https://arxiv.org/pdf/2605.12334,"Y Wang, R Yu, F Zhang, J Lu, X Qin, T Zhang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,Post-training Vision-Language-Action (VLA) models via reinforcement learning (RL) in learned world models has emerged as an effective strategy to adapt to new tasks without …,,,,,"https://scholar.google.com/scholar?q=related:SWIA0X7-SXkJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",240,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=240
242,u88rNT32ntcJ,PokeVLA: Empowering Pocket-Sized Vision-Language-Action Model with Comprehensive World Knowledge Guidance,https://arxiv.org/abs/2604.20834,https://arxiv.org/pdf/2604.20834,"Y Zheng, X Li, S Gu, Y Zheng, S Tian, W Li… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Recent advances in Vision-Language-Action (VLA) models have opened new avenues for robot manipulation, yet existing methods exhibit limited efficiency and a lack of high-level …",,,2,"https://scholar.google.com/scholar?cluster=15537126507220291515&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:u88rNT32ntcJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",240,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=240
243,e-pCwzwMqCgJ,ProgressVLA: Progress-Guided Diffusion Policy for Vision-Language Robotic Manipulation,https://arxiv.org/abs/2603.27670,https://arxiv.org/pdf/2603.27670,"H Yan, Q Li, J Yang, Y Mu - arXiv preprint arXiv:2603.27670, 2026 - arxiv.org",2026,"Most existing vision-language-action (VLA) models for robotic manipulation lack progress awareness, typically relying on hand-crafted heuristics for task termination. This limitation is …",,,,,"https://scholar.google.com/scholar?q=related:e-pCwzwMqCgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",240,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=240
244,4UL72skPWO0J,When Robots Obey the Patch: Universal Transferable Patch Attacks on Vision-Language-Action Models,https://arxiv.org/abs/2511.21192,https://arxiv.org/pdf/2511.21192,"H Lu, Y Yu, Y Yang, C Yi, Q Zhang, B Shen… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models are vulnerable to adversarial attacks, yet universal and transferable attacks remain underexplored, as most existing patches overfit to a single …",1,"https://scholar.google.com/scholar?cites=17102436944576201441&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=17102436944576201441&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:4UL72skPWO0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",240,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=240
245,KLsn9ZCkn0MJ,CapVector: Learning Transferable Capability Vectors in Parametric Space for Vision-Language-Action Models,https://arxiv.org/abs/2605.10903,https://arxiv.org/pdf/2605.10903,"W Song, H Zhao, F Li, Z Zhou, X Wang, J Lyu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,This paper proposes a novel approach to address the challenge that pretrained VLA models often fail to effectively improve performance and reduce adaptation costs during standard …,,,,,"https://scholar.google.com/scholar?q=related:KLsn9ZCkn0MJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",240,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=240
246,6IZ30MjbrvEJ,Action-Sketcher: From Reasoning to Action via Visual Sketches for Long-Horizon Robotic Manipulation,https://arxiv.org/abs/2601.01618,https://arxiv.org/pdf/2601.01618,"H Tan, P Co, Y Xu, S Rong, Y Ji, C Chi, X Chen… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Long-horizon robotic manipulation is increasingly important for real-world deployment, requiring spatial disambiguation in complex layouts and temporal resilience under dynamic …",,,2,"https://scholar.google.com/scholar?cluster=17415098464625723112&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:6IZ30MjbrvEJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",240,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=240
